#log-age-yr    Mbol      Bmag      Vmag      Kmag      M*_liv     M_remnants    M_ret_gas    M_galaxy      SFR/yr    M*_liv+M_rem   M*_tot/Lb   M*_tot/Lv   M*_tot/Lk   M*_liv/Lb   M*_liv/Lv   M*_liv/Lk
  9.966142    6.0841    7.8337    6.9023    3.8110   4.6367E-01   1.3031E-01   4.0601E-01   1.0000E+00   0.0000E+00   5.9399E-01   5.3367E+00  4.1182E+00  9.5982E-01  4.1659E+00  3.2147E+00  7.4925E-01
  9.977724    6.1053    7.8630    6.9286    3.8293   4.6224E-01   1.3110E-01   4.0666E-01   1.0000E+00   0.0000E+00   5.9334E-01   5.4766E+00  4.2144E+00  9.7506E-01  4.2665E+00  3.2832E+00  7.5962E-01
  9.989004    6.1264    7.8914    6.9543    3.8477   4.6084E-01   1.3187E-01   4.0729E-01   1.0000E+00   0.0000E+00   5.9271E-01   5.6159E+00  4.3107E+00  9.9065E-01  4.3664E+00  3.3517E+00  7.7025E-01
 10.000000    6.1474    7.9191    6.9795    3.8662   4.5947E-01   1.3263E-01   4.0790E-01   1.0000E+00   0.0000E+00   5.9210E-01   5.7549E+00  4.4075E+00  1.0067E+00  4.4658E+00  3.4202E+00  7.8118E-01
 10.010724    6.1684    7.9461    7.0042    3.8849   4.5812E-01   1.3338E-01   4.0850E-01   1.0000E+00   0.0000E+00   5.9150E-01   5.8937E+00  4.5046E+00  1.0231E+00  4.5647E+00  3.4888E+00  7.9238E-01
 10.021190    6.1892    7.9724    7.0285    3.9037   4.5680E-01   1.3411E-01   4.0908E-01   1.0000E+00   0.0000E+00   5.9092E-01   6.0322E+00  4.6019E+00  1.0399E+00  4.6632E+00  3.5575E+00  8.0388E-01
 10.031408    6.2100    7.9981    7.0525    3.9227   4.5551E-01   1.3483E-01   4.0965E-01   1.0000E+00   0.0000E+00   5.9035E-01   6.1707E+00  4.7000E+00  1.0572E+00  4.7614E+00  3.6265E+00  8.1576E-01
 10.041392    6.2307    8.0231    7.0760    3.9419   4.5424E-01   1.3555E-01   4.1021E-01   1.0000E+00   0.0000E+00   5.8979E-01   6.3085E+00  4.7983E+00  1.0751E+00  4.8587E+00  3.6955E+00  8.2804E-01
 10.051152    6.2514    8.0476    7.0991    3.9614   4.5299E-01   1.3625E-01   4.1076E-01   1.0000E+00   0.0000E+00   5.8924E-01   6.4468E+00  4.8970E+00  1.0936E+00  4.9561E+00  3.7647E+00  8.4072E-01
 10.060698    6.2721    8.0717    7.1219    3.9811   4.5177E-01   1.3694E-01   4.1129E-01   1.0000E+00   0.0000E+00   5.8871E-01   6.5854E+00  4.9965E+00  1.1126E+00  5.0536E+00  3.8343E+00  8.5381E-01
 10.070038    6.2929    8.0954    7.1445    4.0011   4.5057E-01   1.3762E-01   4.1181E-01   1.0000E+00   0.0000E+00   5.8819E-01   6.7251E+00  5.0972E+00  1.1323E+00  5.1516E+00  3.9046E+00  8.6734E-01
 10.079182    6.3139    8.1191    7.1671    4.0214   4.4938E-01   1.3829E-01   4.1232E-01   1.0000E+00   0.0000E+00   5.8768E-01   6.8669E+00  5.1997E+00  1.1527E+00  5.2510E+00  3.9761E+00  8.8141E-01
 10.088136    6.3355    8.1431    7.1902    4.0425   4.4822E-01   1.3896E-01   4.1282E-01   1.0000E+00   0.0000E+00   5.8718E-01   7.0145E+00  5.3072E+00  1.1743E+00  5.3545E+00  4.0512E+00  8.9640E-01
 10.096910    6.3661    8.1709    7.2187    4.0753   4.4708E-01   1.3961E-01   4.1331E-01   1.0000E+00   0.0000E+00   5.8669E-01   7.1905E+00  5.4435E+00  1.2092E+00  5.4794E+00  4.1482E+00  9.2148E-01
 10.105510    6.3851    8.1915    7.2378    4.0940   4.4563E-01   1.4024E-01   4.1413E-01   1.0000E+00   0.0000E+00   5.8587E-01   7.3182E+00  5.5328E+00  1.2286E+00  5.5664E+00  4.2084E+00  9.3447E-01
 10.113943    6.3979    8.2096    7.2538    4.1049   4.4422E-01   1.4086E-01   4.1492E-01   1.0000E+00   0.0000E+00   5.8508E-01   7.4310E+00  5.6070E+00  1.2393E+00  5.6419E+00  4.2571E+00  9.4092E-01
 10.122216    6.4106    8.2275    7.2696    4.1158   4.4282E-01   1.4147E-01   4.1571E-01   1.0000E+00   0.0000E+00   5.8429E-01   7.5448E+00  5.6818E+00  1.2501E+00  5.7180E+00  4.3061E+00  9.4746E-01
 10.130334    6.4233    8.2454    7.2854    4.1268   4.4145E-01   1.4207E-01   4.1648E-01   1.0000E+00   0.0000E+00   5.8352E-01   7.6599E+00  5.7573E+00  1.2611E+00  5.7949E+00  4.3556E+00  9.5410E-01
 10.138303    6.4359    8.2630    7.3010    4.1377   4.4010E-01   1.4267E-01   4.1723E-01   1.0000E+00   0.0000E+00   5.8277E-01   7.7749E+00  5.8328E+00  1.2723E+00  5.8715E+00  4.4049E+00  9.6080E-01
 10.146128    6.4484    8.2805    7.3164    4.1486   4.3878E-01   1.4325E-01   4.1797E-01   1.0000E+00   0.0000E+00   5.8203E-01   7.8909E+00  5.9090E+00  1.2835E+00  5.9487E+00  4.4546E+00  9.6759E-01
 10.153815    6.4609    8.2978    7.3318    4.1596   4.3747E-01   1.4383E-01   4.1870E-01   1.0000E+00   0.0000E+00   5.8130E-01   8.0077E+00  5.9856E+00  1.2949E+00  6.0263E+00  4.5046E+00  9.7447E-01
 10.161368    6.4734    8.3149    7.3470    4.1705   4.3618E-01   1.4441E-01   4.1941E-01   1.0000E+00   0.0000E+00   5.8059E-01   8.1253E+00  6.0628E+00  1.3064E+00  6.1043E+00  4.5548E+00  9.8144E-01
 10.168792    6.4857    8.3320    7.3621    4.1815   4.3491E-01   1.4498E-01   4.2012E-01   1.0000E+00   0.0000E+00   5.7988E-01   8.2437E+00  6.1404E+00  1.3180E+00  6.1827E+00  4.6053E+00  9.8852E-01
 10.176091    6.4980    8.3487    7.3771    4.1925   4.3365E-01   1.4554E-01   4.2081E-01   1.0000E+00   0.0000E+00   5.7919E-01   8.3615E+00  6.2180E+00  1.3299E+00  6.2605E+00  4.6556E+00  9.9570E-01
 10.183270    6.5103    8.3652    7.3919    4.2035   4.3242E-01   1.4609E-01   4.2149E-01   1.0000E+00   0.0000E+00   5.7851E-01   8.4796E+00  6.2958E+00  1.3418E+00  6.3383E+00  4.7059E+00  1.0030E+00
 10.190331    6.5224    8.3814    7.4065    4.2145   4.3120E-01   1.4664E-01   4.2216E-01   1.0000E+00   0.0000E+00   5.7784E-01   8.5977E+00  6.3738E+00  1.3539E+00  6.4158E+00  4.7563E+00  1.0103E+00
 10.197281    6.5345    8.3975    7.4209    4.2255   4.3000E-01   1.4718E-01   4.2281E-01   1.0000E+00   0.0000E+00   5.7719E-01   8.7160E+00  6.4520E+00  1.3662E+00  6.4934E+00  4.8067E+00  1.0178E+00
 10.204120    6.5465    8.4133    7.4353    4.2365   4.2882E-01   1.4772E-01   4.2346E-01   1.0000E+00   0.0000E+00   5.7654E-01   8.8342E+00  6.5303E+00  1.3786E+00  6.5707E+00  4.8571E+00  1.0254E+00
 10.210854    6.5584    8.4289    7.4494    4.2475   4.2765E-01   1.4825E-01   4.2410E-01   1.0000E+00   0.0000E+00   5.7590E-01   8.9518E+00  6.6085E+00  1.3911E+00  6.6473E+00  4.9073E+00  1.0330E+00
 10.217484    6.5703    8.4442    7.4634    4.2586   4.2649E-01   1.4878E-01   4.2473E-01   1.0000E+00   0.0000E+00   5.7527E-01   9.0691E+00  6.6868E+00  1.4038E+00  6.7236E+00  4.9575E+00  1.0407E+00
 10.224015    6.5821    8.4594    7.4772    4.2696   4.2535E-01   1.4930E-01   4.2535E-01   1.0000E+00   0.0000E+00   5.7465E-01   9.1865E+00  6.7654E+00  1.4166E+00  6.7997E+00  5.0077E+00  1.0486E+00
 10.230449    6.5938    8.4743    7.4909    4.2806   4.2423E-01   1.4982E-01   4.2595E-01   1.0000E+00   0.0000E+00   5.7405E-01   9.3043E+00  6.8442E+00  1.4296E+00  6.8760E+00  5.0580E+00  1.0565E+00
 10.236789    6.6055    8.4892    7.5046    4.2916   4.2312E-01   1.5033E-01   4.2656E-01   1.0000E+00   0.0000E+00   5.7344E-01   9.4228E+00  6.9234E+00  1.4425E+00  6.9527E+00  5.1084E+00  1.0644E+00
 10.243038    6.6172    8.5039    7.5180    4.3025   4.2202E-01   1.5083E-01   4.2715E-01   1.0000E+00   0.0000E+00   5.7285E-01   9.5410E+00  7.0024E+00  1.4556E+00  7.0288E+00  5.1587E+00  1.0723E+00
 10.249198    6.6287    8.5184    7.5313    4.3134   4.2094E-01   1.5133E-01   4.2773E-01   1.0000E+00   0.0000E+00   5.7227E-01   9.6594E+00  7.0817E+00  1.4687E+00  7.1050E+00  5.2089E+00  1.0803E+00
 10.255273    6.6402    8.5327    7.5445    4.3242   4.1986E-01   1.5183E-01   4.2831E-01   1.0000E+00   0.0000E+00   5.7169E-01   9.7779E+00  7.1610E+00  1.4820E+00  7.1811E+00  5.2592E+00  1.0884E+00
 10.261263    6.6515    8.5468    7.5575    4.3349   4.1880E-01   1.5232E-01   4.2887E-01   1.0000E+00   0.0000E+00   5.7113E-01   9.8960E+00  7.2398E+00  1.4951E+00  7.2567E+00  5.3089E+00  1.0964E+00
 10.267172    6.6624    8.5603    7.5698    4.3453   4.1776E-01   1.5281E-01   4.2943E-01   1.0000E+00   0.0000E+00   5.7057E-01   1.0010E+01  7.3153E+00  1.5081E+00  7.3292E+00  5.3561E+00  1.1042E+00
 10.273002    6.6672    8.5714    7.5789    4.3478   4.1672E-01   1.5329E-01   4.2998E-01   1.0000E+00   0.0000E+00   5.7002E-01   1.0103E+01  7.3694E+00  1.5102E+00  7.3858E+00  5.3875E+00  1.1040E+00
 10.278753    6.6725    8.5806    7.5865    4.3520   4.1570E-01   1.5378E-01   4.3053E-01   1.0000E+00   0.0000E+00   5.6947E-01   1.0179E+01  7.4146E+00  1.5145E+00  7.4303E+00  5.4124E+00  1.1056E+00
 10.284431    6.6810    8.5921    7.5970    4.3597   4.1468E-01   1.5426E-01   4.3107E-01   1.0000E+00   0.0000E+00   5.6893E-01   1.0278E+01  7.4796E+00  1.5239E+00  7.4914E+00  5.4516E+00  1.1107E+00
 10.290034    6.6895    8.6037    7.6075    4.3674   4.1367E-01   1.5473E-01   4.3160E-01   1.0000E+00   0.0000E+00   5.6840E-01   1.0378E+01  7.5452E+00  1.5333E+00  7.5531E+00  5.4912E+00  1.1159E+00
 10.295568    6.6979    8.6151    7.6179    4.3751   4.1267E-01   1.5521E-01   4.3212E-01   1.0000E+00   0.0000E+00   5.6788E-01   1.0478E+01  7.6107E+00  1.5428E+00  7.6144E+00  5.5307E+00  1.1211E+00
 10.301030    6.7064    8.6264    7.6282    4.3827   4.1169E-01   1.5568E-01   4.3264E-01   1.0000E+00   0.0000E+00   5.6736E-01   1.0578E+01  7.6764E+00  1.5522E+00  7.6757E+00  5.5701E+00  1.1263E+00
